datetime_jst,Open,High,Low,Close
2026-08-29 00:00:00+09:00,159.8719940185547,159.9219970703125,159.8249969482422,159.90499877929688
2026-08-29 00:05:00+09:00,159.8979949951172,159.93899536132812,159.89599609375,159.9250030517578
2026-08-29 00:10:00+09:00,159.92799377441406,159.97799682617188,159.92100524902344,159.9600067138672
2026-08-29 00:15:00+09:00,159.96200561523438,159.97799682617188,159.947998046875,159.968994140625
2026-08-29 00:20:00+09:00,159.9709930419922,159.98399353027344,159.9530029296875,159.9600067138672
2026-08-29 00:25:00+09:00,159.95899963378906,159.98800659179688,159.9459991455078,159.97300720214844
2026-08-29 00:30:00+09:00,159.97799682617188,159.99000549316406,159.96299743652344,159.9810028076172
2026-08-29 00:35:00+09:00,159.98899841308594,160.03199768066406,159.96400451660156,160.01100158691406
2026-08-29 00:40:00+09:00,160.01199340820312,160.0590057373047,160.00399780273438,160.0399932861328
2026-08-29 00:45:00+09:00,160.03399658203125,160.05999755859375,159.9739990234375,160.04100036621094
2026-08-29 00:50:00+09:00,160.03799438476562,160.0469970703125,159.9669952392578,159.99600219726562
2026-08-29 00:55:00+09:00,159.9969940185547,160.0050048828125,159.9510040283203,159.97500610351562
2026-08-29 01:00:00+09:00,159.97500610351562,160.0019989013672,159.95399475097656,159.9969940185547
2026-08-29 01:05:00+09:00,159.9949951171875,160.06100463867188,159.99099731445312,160.04100036621094
2026-08-29 01:10:00+09:00,160.04100036621094,160.09100341796875,160.0399932861328,160.06399536132812
2026-08-29 01:15:00+09:00,160.0590057373047,160.1300048828125,160.05099487304688,160.125
2026-08-29 01:20:00+09:00,160.1280059814453,160.1540069580078,160.10800170898438,160.14599609375
2026-08-29 01:25:00+09:00,160.14700317382812,160.1479949951172,160.11000061035156,160.13299560546875
2026-08-29 01:30:00+09:00,160.13600158691406,160.15699768066406,160.11000061035156,160.14700317382812
2026-08-29 01:35:00+09:00,160.14500427246094,160.15499877929688,160.1219940185547,160.13800048828125
2026-08-29 01:40:00+09:00,160.1439971923828,160.197998046875,160.13600158691406,160.19000244140625
2026-08-29 01:45:00+09:00,160.18299865722656,160.1929931640625,160.1649932861328,160.16700744628906
2026-08-29 01:50:00+09:00,160.16799926757812,160.1959991455078,160.16600036621094,160.18299865722656
2026-08-29 01:55:00+09:00,160.18699645996094,160.20199584960938,160.18099975585938,160.19500732421875
2026-08-29 02:00:00+09:00,160.18899536132812,160.2010040283203,160.15699768066406,160.16799926757812
2026-08-29 02:05:00+09:00,160.16799926757812,160.1929931640625,160.16299438476562,160.1699981689453
2026-08-29 02:10:00+09:00,160.17599487304688,160.177001953125,160.1320037841797,160.15499877929688
2026-08-29 02:15:00+09:00,160.1479949951172,160.1790008544922,160.13999938964844,160.16600036621094
2026-08-29 02:20:00+09:00,160.16299438476562,160.1739959716797,160.15499877929688,160.1739959716797
2026-08-29 02:25:00+09:00,160.1649932861328,160.1840057373047,160.15199279785156,160.15699768066406
2026-08-29 02:30:00+09:00,160.15699768066406,160.18600463867188,160.15199279785156,160.1699981689453
2026-08-29 02:35:00+09:00,160.16700744628906,160.18699645996094,160.1580047607422,160.17799377441406
2026-08-29 02:40:00+09:00,160.17799377441406,160.20199584960938,160.17599487304688,160.19200134277344
2026-08-29 02:45:00+09:00,160.19400024414062,160.20199584960938,160.16700744628906,160.18099975585938
2026-08-29 02:50:00+09:00,160.1790008544922,160.18699645996094,160.16400146484375,160.1699981689453
2026-08-29 02:55:00+09:00,160.1699981689453,160.18699645996094,160.16799926757812,160.17799377441406
2026-08-29 03:00:00+09:00,160.17599487304688,160.1909942626953,160.1699981689453,160.18299865722656
2026-08-29 03:05:00+09:00,160.18299865722656,160.19000244140625,160.13800048828125,160.1699981689453
2026-08-29 03:10:00+09:00,160.16900634765625,160.17599487304688,160.16200256347656,160.16700744628906
2026-08-29 03:15:00+09:00,160.1699981689453,160.18099975585938,160.15499877929688,160.177001953125
2026-08-29 03:20:00+09:00,160.177001953125,160.18099975585938,160.15199279785156,160.15899658203125
2026-08-29 03:25:00+09:00,160.1580047607422,160.16600036621094,160.12899780273438,160.14599609375
2026-08-29 03:30:00+09:00,160.1479949951172,160.16700744628906,160.1439971923828,160.14999389648438
2026-08-29 03:35:00+09:00,160.14999389648438,160.1719970703125,160.14300537109375,160.16600036621094
2026-08-29 03:40:00+09:00,160.16799926757812,160.17999267578125,160.15499877929688,160.15499877929688
2026-08-29 03:45:00+09:00,160.15499877929688,160.16900634765625,160.1479949951172,160.15699768066406
2026-08-29 03:50:00+09:00,160.156005859375,160.16900634765625,160.14500427246094,160.1580047607422
2026-08-29 03:55:00+09:00,160.15899658203125,160.16799926757812,160.12899780273438,160.13299560546875
2026-08-29 04:00:00+09:00,160.13699340820312,160.1479949951172,160.08299255371094,160.08900451660156
2026-08-29 04:05:00+09:00,160.093994140625,160.09800720214844,160.07400512695312,160.08999633789062
2026-08-29 04:10:00+09:00,160.08599853515625,160.12600708007812,160.08399963378906,160.11300659179688
2026-08-29 04:15:00+09:00,160.11099243164062,160.12399291992188,160.10000610351562,160.10000610351562
